time,acc
0.0,0.13501353174500838
0.001,0.41638963383481853
0.002,0.5484959962015701
0.003,0.7607352536795939
0.004,1.2361174215016326
0.005,0.9986133546438207
0.006,0.6041601004346255
0.007,0.6659774006390016
0.008,0.5165079643579991
0.009000000000000001,0.29617748747652267
0.01,0.34662306681160826
0.011,-0.08838665807447232
0.012,-0.4765328153925505
0.013000000000000001,-0.7610677421391456
0.014,-0.902584112082191
0.015,-1.1098882565712145
0.016,-1.10237076884616
0.017,-0.6167404559577158
0.018000000000000002,-0.8276142122641124
0.019,-0.45617830165384876
0.02,0.10225438859401463
0.021,-0.18465543177337973
0.022,0.6598969225242333
0.023,0.7276647732718613
0.024,1.2610351840723881
0.025,1.1430320155479183
0.026000000000000002,1.2657958818499389
0.027,0.8296053027459946
0.028,0.4489224453070987
0.029,0.07879885067990294
0.03,0.21902570315161418
0.031,0.11784952905426116
0.032,-0.1950036457872712
0.033,-1.0102516476626162
0.034,-0.7061571948401568
0.035,-1.0855632070684988
0.036000000000000004,-1.109132365076009
0.037,-0.9861953471245275
0.038,-0.7291533818429989
0.039,-0.2259826398688503
0.04,0.11174220875925232
0.041,0.024057927463073392
0.042,0.1267836352209738
0.043000000000000003,0.834966542462268
0.044,0.6079440041109831
0.045,1.0930007108062076
0.046,0.7912434746199004
0.047,0.4149736058017759
0.048,0.0011248886575023764
0.049,0.4199526927696077
0.05,0.36979048799821196
0.051000000000000004,-0.12095667161761381
0.052000000000000005,-0.4911060620195534
0.053,-1.0581944637829008
0.054,-1.0743320725279468
0.055,-1.0759208255805137
0.056,-1.1841133826188193
0.057,-0.9340886109642804
0.058,-0.09529221583127223
0.059000000000000004,-0.040553010891020314
0.06,-0.009761134107706756
0.061,0.27880163337859815
0.062,0.5062675222744326
0.063,0.6737264745538605
0.064,0.8820398208138763
0.065,1.3079927406691931
0.066,0.7208553551245648
0.067,0.6123930092949246
0.068,0.471259558524871
0.069,-0.12671689596323693
0.07,-0.22923715267253567
0.07100000000000001,-0.28235235478569604
0.07200000000000001,-0.3236505574300302
0.073,-0.7187268013009106
0.074,-0.9262152636371992
0.075,-0.7239317374763499
0.076,-0.9119291690208138
0.077,-0.7248493230793447
0.078,-0.557756255279324
0.079,-0.5070471267450473
0.08,0.37586587835342933
0.081,0.31165836177721234
0.082,0.8693353762860727
0.083,1.0176719140076886
0.084,0.9533051449704901
0.085,1.3107777870958617
0.08600000000000001,1.4349219686495074
0.08700000000000001,0.9704211688769921
0.088,0.48951102255349915
0.089,0.19237305514375524
0.09,-0.19932639038204378
0.091,-0.4077589189620241
0.092,-0.5521922302571041
0.093,-0.2446952139205133
0.094,-1.1806365269020123
0.095,-0.9256793197566588
0.096,-0.4848720461549735
0.097,-1.1299771935928211
0.098,-0.794544512701863
0.099,-0.413646650400455
0.1,0.11849821452826144
0.101,0.46626736409131675
0.10200000000000001,0.6567516690686088
0.10300000000000001,0.8409367021941251
0.10400000000000001,1.0918984497921806
0.105,1.17235404595603
0.106,1.1155424719281024
0.107,0.8724466446200461
0.108,0.6886394561699042
0.109,0.29889782626531247
0.11,0.05066573660054125
0.111,-0.1828790111941605
0.112,-0.5873335719521168
0.113,-0.6289800766137787
0.114,-0.911608209123451
0.115,-0.8686750398273498
0.116,-1.276767540833712
0.117,-0.6425755795816537
0.11800000000000001,-0.6254119924946506
0.11900000000000001,-0.21589963936589573
0.12,-0.017831745361818564
0.121,0.49742023356634135
0.122,0.8656310774908524
0.123,0.8444261455382451
0.124,1.1204963921247162
0.125,0.6542635857530704
0.126,0.9387173100619253
0.127,0.9476776148844122
0.128,0.37618377789340485
0.129,0.039623765675956546
0.13,-0.1634031322565215
0.131,-0.17273734322210754
0.132,-0.6568681618122557
0.133,-0.5528133630299317
0.134,-0.7751263632348404
0.135,-0.8736042887707363
0.136,-1.03870757058427
0.137,-0.803057129430897
0.138,-0.5438755496006528
0.139,-0.25503525890772527
0.14,0.25414112301549996
0.14100000000000001,0.4507110207919387
0.14200000000000002,0.6481012177386761
0.14300000000000002,0.9850672145109421
0.14400000000000002,0.8430121120092667
0.145,0.8930102707635594
0.146,1.1274099505775783
0.147,0.8185731837855659
0.148,0.47571891897049146
0.149,0.2647901652167758
0.15,-0.16539106980124757
0.151,-0.11667731640580337
0.152,-0.24343883096881402
0.153,-0.6521653804283771
0.154,-1.0712965840789703
0.155,-1.1275555816889185
0.156,-0.8192386708736238
0.157,-1.0703060236189463
0.158,-0.6294011652138596
0.159,-0.6533242814758634
0.16,0.41155072333596504
0.161,0.7031993800732863
0.162,0.6856690586653224
0.163,0.8583362256178724
0.164,1.0930837892483007
0.165,1.2497739275388056
0.166,1.0738716439739733
0.167,0.9854779927081644
0.168,0.5016933887645548
0.169,0.3967579682512587
0.17,0.17507838304415835
0.171,0.008496128813276882
0.17200000000000001,-0.35702773157289447
0.17300000000000001,-0.8647733871445065
0.17400000000000002,-1.1440548553462784
0.17500000000000002,-0.7035050111606411
0.176,-1.0354528222762087
0.177,-0.7743156370767535
0.178,-0.45691397509480614
0.179,-0.25305398333319584
0.18,0.3155512647061114
0.181,0.35092846774990183
0.182,0.7332450852718864
0.183,0.5045557565292811
0.184,0.7088892183684325
0.185,1.1096626675160588
0.186,1.3628883538830476
0.187,1.018656495153741
0.188,0.7423308606430066
0.189,0.28845413499216893
0.19,0.121053856198014
0.191,-0.4592908057528894
0.192,-1.0690698156103908
0.193,-0.8263227562184914
0.194,-1.1772743915406747
0.195,-0.9902552494442196
0.196,-0.9840244064973108
0.197,-0.489925095766897
0.198,-0.03957712102783739
0.199,-0.24206950189392934
0.2,-0.12756146648239078
0.201,0.5475427595125159
0.202,0.5700787034964201
0.203,0.5873889290685383
0.20400000000000001,1.0379222076662784
0.20500000000000002,1.2743014279292662
0.20600000000000002,1.18492970365104
0.20700000000000002,0.6279481225720913
0.20800000000000002,0.4515818486187846
0.209,0.1264440822438188
0.21,-0.17033797015066907
0.211,-0.5249595317388254
0.212,-0.2733073811735547
0.213,-0.707457751300202
0.214,-0.880483203772905
0.215,-0.752997538926768
0.216,-0.6027863931195838
0.217,-0.5393036005868905
0.218,-0.5463130990395818
0.219,-0.44412310150608625
0.22,-0.08655655579997126
0.221,0.27102341506932
0.222,0.4651878372096988
0.223,0.5288076570647505
0.224,0.874108607598269
0.225,1.009163937103453
0.226,0.5352819224657913
0.227,0.7586374902837291
0.228,0.34472797726947646
0.229,0.6287733140141006
0.23,-0.2323220414476672
0.231,-0.16992637290094043
0.232,-0.7149853282332042
0.233,-0.5081432015995252
0.234,-0.6504591822283949
0.23500000000000001,-0.9094376907719173
0.23600000000000002,-1.3470764449683406
0.23700000000000002,-0.8601384400374575
0.23800000000000002,-0.7812987262448742
0.23900000000000002,-0.08840286355816218
0.24,0.07012791076058093
0.241,0.5364509038579325
0.242,0.8229317017981712
0.243,0.5572694022727085
0.244,0.6245758778623118
0.245,0.8735324731868286
0.246,0.7139753330645011
0.247,0.623390430745605
0.248,0.660778681469803
0.249,0.3014776788763729
0.25,0.054813408864555886
0.251,-0.3949155251899724
0.252,-0.5715043781109816
0.253,-0.7838105352489814
0.254,-1.504356314420788
0.255,-0.9684574876910367
0.256,-1.0388476524898853
0.257,-0.8943953599663071
0.258,-0.6348427776388219
0.259,-0.3589525289411103
0.26,0.38514703713132803
0.261,0.2534412259287412
0.262,0.6316968561780876
0.263,0.6403631390119594
0.264,0.8178051163389094
0.265,0.8124243581074496
0.266,0.5885728397325338
0.267,1.2653454595272047
0.268,0.2800455114760617
0.269,0.5584917027360755
0.27,0.18611040487773015
0.271,-0.6095806287080349
0.272,-0.67760868581914
0.273,-0.6318525784475839
0.274,-1.1050270247483949
0.275,-0.7573229581965656
0.276,-1.1692016900225364
0.277,-1.1808967191722717
0.278,-0.6542277789756525
0.279,-0.474851376242107
0.28,0.48670068199237726
0.281,-0.2030015946842097
0.28200000000000003,0.7625270581191513
0.28300000000000003,0.8484468148754595
0.28400000000000003,0.7781753014954039
0.28500000000000003,1.172163810531321
0.28600000000000003,1.0823899290926695
0.28700000000000003,1.0229462835400418
0.28800000000000003,0.33080719265980524
0.289,0.548540034672818
0.29,0.05454676720352861
0.291,-0.21582632054370174
0.292,-0.8279022300380326
0.293,-0.9210235045328475
0.294,-1.0357201066168285
0.295,-1.1149437870120147
0.296,-0.8594859331700597
0.297,-0.9580851351529296
0.298,-0.5282827341508571
0.299,-0.34417604918194733
0.3,-0.291554250633543
0.301,0.14007762932604034
0.302,0.5338106008744093
0.303,1.11801726936274
0.304,0.9261093825835781
0.305,0.8066413009245598
0.306,0.9550072188024123
0.307,0.6577828016751452
0.308,0.5233417080702185
0.309,0.4887233416186123
0.31,-0.13173240712402678
0.311,-0.47957891279045395
0.312,-0.2874577357960222
0.313,-1.1162007749048948
0.314,-1.1649983961155237
0.315,-0.8607911180674453
0.316,-1.0912856639029365
0.317,-1.2750294409303295
0.318,-0.23746284085563607
0.319,-0.28270021155339936
0.32,0.032973334086652054
0.321,0.12353450716720377
0.322,0.7987991907305557
0.323,0.5393367444212878
0.324,0.8477114993087425
0.325,1.0910561117352842
0.326,1.2323717456015004
0.327,0.8677012956952076
0.328,0.3959827363591114
0.329,0.4084952272009842
0.33,-0.15214994820543937
0.331,-0.4354896868706596
0.332,-0.4028588068510247
0.333,-0.5878818698814031
0.334,-1.2209732502174946
0.335,-0.6974641964098577
0.336,-1.1114907164462617
0.337,-0.7385450123173134
0.338,-0.7655594746472902
0.339,0.17949039004407313
0.34,0.05132839683092336
0.341,0.35809251558178634
0.342,0.6873649587832188
0.343,0.5203307048960524
0.34400000000000003,1.2194405793017107
0.34500000000000003,1.0046541325350578
0.34600000000000003,0.9825522157275874
0.34700000000000003,1.0571836937215235
0.34800000000000003,0.7463383229147111
0.34900000000000003,0.37304478924549606
0.35000000000000003,-0.3165301404578482
0.35100000000000003,-0.06112281425281996
0.352,-0.6173229659133643
0.353,-0.7330008370416377
0.354,-0.6545498581875773
0.355,-1.2533839833124047
0.356,-0.8634828358799339
0.357,-0.6894668091683296
0.358,-0.5318247428431724
0.359,-0.18170654841856382
0.36,0.23750677470371276
0.361,0.23968200866769523
0.362,0.8162740501657972
0.363,0.9357385474801511
0.364,0.7603529930574444
0.365,1.0642849541681665
0.366,1.1730747730590594
0.367,0.735621184034247
0.368,0.20803987472785013
0.369,0.38640530910205634
0.37,-0.040652181258375976
0.371,-0.3012735860553287
0.372,-0.3567024797845211
0.373,-0.46947135506846005
0.374,-1.1155608562913604
0.375,-0.970594996494361
0.376,-1.2903595231079952
0.377,-0.9807427948317017
0.378,-0.8100898689967109
0.379,-0.6318995919086037
0.38,-0.11483440797300302
0.381,0.40676568806631697
0.382,0.6385216954691494
0.383,1.1442145495488047
0.384,0.8589004466464045
0.385,0.8717104264986779
0.386,0.8172322568875767
0.387,0.9972826206166294
0.388,0.6776804969345173
0.389,0.3329488724157031
0.39,0.0130085148624271
0.391,-0.3617325257954661
0.392,-0.7395494504117581
0.393,-0.46818254494869715
0.394,-0.8320965267987757
0.395,-0.9736183437746193
0.396,-0.7862022237934718
0.397,-0.6325735765249061
0.398,-0.8474864904028616
0.399,-0.4753652899744022
0.4,-0.018719241250829684
0.401,0.19655302254335968
0.402,0.5413356446908856
0.403,0.6925696846685262
0.404,1.1735799492152088
0.405,1.0877601402176984
0.406,1.173621721758864
0.40700000000000003,0.733424852583305
0.40800000000000003,0.4927170303819465
0.40900000000000003,0.22064263319605065
0.41000000000000003,-0.12714736462292336
0.41100000000000003,-0.6439689297961743
0.41200000000000003,-0.6132358162899223
0.41300000000000003,-0.6779184094362325
0.41400000000000003,-1.2226162697845213
0.41500000000000004,-1.0306812167772819
0.41600000000000004,-0.806538798427695
0.417,-0.8061052118493621
0.418,-0.8157105249914703
0.419,-0.4248734910017468
0.42,-0.19737556178005491
0.421,-0.09462906158154288
0.422,0.7341751936154431
0.423,0.6082291663357559
0.424,1.0929913525417756
0.425,1.017743709194331
0.426,0.9015148970495036
0.427,0.8095012336686853
0.428,0.37121165112366683
0.429,0.2864690986523165
0.43,0.05120081604627393
0.431,-0.37201626610031296
0.432,-0.554294014136396
0.433,-0.590095115796001
0.434,-1.100809695670211
0.435,-1.1661014185540197
0.436,-0.9169751448522855
0.437,-0.8833672035782069
0.438,-0.6285770297426906
0.439,-0.45117526054860707
0.44,-0.26290195916939757
0.441,0.41919103913113764
0.442,0.7124386067451938
0.443,0.8267564070570349
0.444,0.818561043887468
0.445,1.1075226758114802
0.446,1.0418968849891348
0.447,0.8727454007065254
0.448,0.4069876889217093
0.449,0.288673646498511
0.45,-0.1265282158967543
0.451,-0.3359698870623214
0.452,-0.5316913630910619
0.453,-1.0390261545807649
0.454,-0.8391089482171685
0.455,-0.7704628353991275
0.456,-1.0804102727877607
0.457,-0.8850017064617568
0.458,-0.5798094093822053
